UnClassified, 268716, 8, 31
UnClassified, 1725785, 103, 31
HK, 353, 7, 0
HK, 354, 7, 0
HK, 355, 7, 0
HK, 356, 7, 0
HK, 357, 7, 0
HK, 358, 7, 0
HK, 359, 7, 0
HK, 360, 7, 0
HK, 361, 7, 0
HK, 362, 7, 0
HK, 363, 7, 0
HK, 364, 7, 0
HK, 365, 7, 0
HK, 366, 7, 0
HK, 367, 7, 0
HK, 368, 7, 0
HK, 369, 7, 0
HK, 370, 7, 0
HK, 371, 7, 0
HK, 372, 7, 0
HK, 373, 7, 0
HK, 374, 7, 0
HK, 375, 7, 0
HK, 376, 7, 0
HK, 377, 7, 0
HK, 378, 7, 0
HK, 379, 7, 0
HK, 380, 7, 0
HK, 381, 7, 0
HK, 382, 7, 0
HK, 383, 7, 0
HK, 384, 7, 0
HK, 385, 7, 0
HK, 386, 7, 0
HK, 387, 7, 0
HK, 388, 7, 0
HK, 389, 7, 0
HK, 390, 7, 0
HK, 391, 7, 0
HK, 392, 7, 0
HK, 393, 7, 0
HK, 394, 7, 0
HK, 395, 7, 0
HK, 396, 7, 0
HK, 397, 7, 0
HK, 398, 7, 0
HK, 399, 7, 0
HK, 400, 7, 0
HK, 401, 7, 0
HK, 402, 7, 0
HK, 403, 7, 0
HK, 404, 7, 0
HK, 405, 7, 0
HK, 406, 7, 0
HK, 407, 7, 0
HK, 408, 7, 0
HK, 409, 7, 0
HK, 410, 7, 0
HK, 411, 7, 0
HK, 412, 7, 0
HK, 413, 7, 0
HK, 414, 7, 0
HK, 415, 7, 0
HK, 416, 7, 0
HK, 417, 7, 0
HK, 418, 7, 0
HK, 419, 7, 0
HK, 420, 7, 0
HK, 421, 7, 0
HK, 422, 7, 0
HK, 423, 7, 0
HK, 424, 7, 0
HK, 425, 7, 0
HK, 426, 7, 0
HK, 427, 7, 0
HK, 428, 7, 0
HK, 429, 7, 0
HK, 430, 7, 0
HK, 431, 7, 0
HK, 432, 7, 0
HK, 433, 7, 0
HK, 434, 7, 0
HK, 435, 7, 0
HK, 436, 7, 0
HK, 437, 7, 0
HK, 438, 7, 0
HK, 439, 7, 0
HK, 440, 7, 0
HK, 441, 7, 0
HK, 442, 7, 0
HK, 443, 7, 0
HK, 444, 7, 0
HK, 445, 7, 0
HK, 446, 7, 0
HK, 447, 7, 0
HK, 448, 7, 0
